id1,Symbol,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
8496,LZB,"[la,z,boy]","[la,z,boy,incorporated]",La-Z-Boy,La-Z-Boy Incorporated Common Stock,0.75
22330,HPE,"[hewlett,packard,enterprise,hpe]","[hewlett,packard,enterprise]",Hewlett Packard Enterprise Company (HPE),Hewlett Packard Enterprise Company Common Stock,0.75
26798,IBM,"[international,business,machines,ibm]","[international,business,machines]",International Business Machines Corporation (IBM),International Business Machines Corporation Common Stock,0.75
24383,SAIC,"[science,applications,international,saic]","[science,applications,international]",Science Applications International Corp. (SAIC),SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,0.75
12694,PXD,"[pioneer,natural,resources,trinidad]","[pioneer,natural,resources]",Pioneer Natural Resources - Trinidad,Pioneer Natural Resources Company Common Stock,0.75
34440,DO,"[diamond,offshore,drilling,corporate]","[diamond,offshore,drilling]",Diamond Offshore Drilling Corporate,Diamond Offshore Drilling Inc. Common Stock,0.75
3061,ADM,"[archer,daniels,midland,adm]","[archer,daniels,midland]",Archer-Daniels-Midland Company (ADM),Archer-Daniels-Midland Company Common Stock,0.75
36399,BAC,"[bank,of,america,richardson2]","[bank,of,america]",Bank of America-Richardson2,Bank of America Corporation Common Stock,0.75
38408,UNFI,"[united,natural,foods,supervalu]","[united,natural,foods]",United Natural Foods/SUPERVALU,United Natural Foods Inc. Common Stock,0.75
36253,BAC,"[bank,of,america,plano2]","[bank,of,america]",Bank of America-Plano2,Bank of America Corporation Common Stock,0.75
16250,FMS,"[fresenius,medical,care]","[fresenius,medical,care,ag]",Fresenius Medical Care,Fresenius Medical Care AG Common Stock,0.75
18156,PKG,"[packaging,of,america,pca]","[packaging,of,america]",Packaging Corporation of America (PCA),Packaging Corporation of America Common Stock,0.75
29071,MTSI,"[macom,technology,solutions]","[macom,technology,solutions,holdings]",MACOM Technology Solutions Inc.,MACOM Technology Solutions Holdings Inc. Common Stock,0.75
17499,BSET,"[bassett,furniture,industries]","[bassett,furniture,industries,incorporated]",Bassett Furniture Industries,Bassett Furniture Industries Incorporated Common Stock,0.75
20498,SUP,"[superior,industries,international]","[superior,industries,international,de]","Superior Industries International, Inc.",Superior Industries International Inc. Common Stock (DE),0.75
38144,PLAY,"[dave,buster,s]","[dave,buster,s,entertainment]","Dave & Buster's, Inc",Dave & Buster's Entertainment Inc. Common Stock,0.75
24711,SMP,"[standard,motor,products,smp]","[standard,motor,products]","Standard Motor Products, Inc. (SMP)",Standard Motor Products Inc. Common Stock,0.75
30613,FIX,"[comfort,systems,usa,syracuse]","[comfort,systems,usa]","Comfort Systems USA, Inc. (Syracuse)",Comfort Systems USA Inc. Common Stock,0.75
36769,UPS,"[united,parcel,service,carrollton]","[united,parcel,service]",United Parcel Service - Carrollton,United Parcel Service Inc. Common Stock,0.75
36356,BAC,"[bank,of,america,addison]","[bank,of,america]",Bank of America - Addison,Bank of America Corporation Common Stock,0.75
16611,BJ,"[bj,s,wholesale,club]","[bj,s,wholesale,club,holdings]","Bj's Wholesale Club, Inc.",BJ's Wholesale Club Holdings Inc. Common Stock,0.8
5177,LVLU,"[lulu,s,fashion,lounge]","[lulu,s,fashion,lounge,holdings]","Lulu's Fashion Lounge, LLC",Lulu's Fashion Lounge Holdings Inc. Common Stock,0.8
22016,KTOS,"[kratos,defense,and,security,solutions]","[kratos,defense,security,solutions]",Kratos Defense and Security Solutions,Kratos Defense & Security Solutions Inc. Common Stock,0.8
37113,FIS,"[fidelity,national,information,services,fis]","[fidelity,national,information,services]",Fidelity National Information Services (FIS),Fidelity National Information Services Inc. Common Stock,0.8
5873,DKS,"[dick,rsquo,s,sporting,goods]","[dick,s,sporting,goods]","Dick&rsquo;s Sporting Goods, Inc.",Dick's Sporting Goods Inc Common Stock,0.8
16635,BK,"[bny,mellon,bank,of,new,york,mellon]","[bank,of,new,york,mellon]",Bny Mellon (the Bank Of New York Mellon),The Bank of New York Mellon Corporation Common Stock,0.8333333333333334
8245,EGHT,[8x8],[8x8],"8x8, Inc.",8x8 Inc Common Stock,1.0
5437,MMI,"[marcus,millichap]","[marcus,millichap]",Marcus & Millichap,Marcus & Millichap Inc. Common Stock,1.0
12527,SRT,[startek],[startek],Startek Inc.,StarTek Inc. Common Stock,1.0
20135,DGLY,"[digital,ally]","[digital,ally]","Digital Ally, Inc.",Digital Ally Inc. Common Stock,1.0
42658,PEP,[pepsico],[pepsico],"PepsiCo, Inc.",PepsiCo Inc. Common Stock,1.0
41356,BK,"[bank,of,new,york,mellon]","[bank,of,new,york,mellon]",BANK OF NEW YORK MELLON CORPORATION,The Bank of New York Mellon Corporation Common Stock,1.0
39020,SEE,"[sealed,air]","[sealed,air]",Sealed Air,Sealed Air Corporation Common Stock,1.0
19256,ONB,"[old,national,bancorp]","[old,national,bancorp]",Old National Bancorp,Old National Bancorp Common Stock,1.0
38391,UNVR,"[univar,solutions]","[univar,solutions]",Univar Solutions,Univar Solutions Inc. Common Stock,1.0
38342,LFLY,"[leafly,holdings]","[leafly,holdings]",Leafly Holdings Inc,Leafly Holdings Inc. Common Stock,1.0
3888,ADI,"[analog,devices]","[analog,devices]","Analog Devices, Inc.",Analog Devices Inc. Common Stock,1.0
5657,SNBR,"[sleep,number]","[sleep,number]",Sleep Number,Sleep Number Corporation Common Stock,1.0
36087,PFSW,[pfsweb],[pfsweb],"PFSweb, Inc.",PFSweb Inc. Common Stock,1.0
36965,HXL,[hexcel],[hexcel],Hexcel Corp.,Hexcel Corporation Common Stock,1.0
37995,PBI,"[pitney,bowes]","[pitney,bowes]","Pitney Bowes, Inc",Pitney Bowes Inc. Common Stock,1.0
8173,MAN,[manpowergroup],[manpowergroup],ManpowerGroup,ManpowerGroup Common Stock,1.0
11653,EA,"[electronic,arts]","[electronic,arts]",Electronic Arts Inc.,Electronic Arts Inc. Common Stock,1.0
26744,BDC,[belden],[belden],"Belden, Inc.",Belden Inc Common Stock,1.0
24453,DVN,"[devon,energy]","[devon,energy]",Devon Energy Corp,Devon Energy Corporation Common Stock,1.0
32584,CHK,"[chesapeake,energy]","[chesapeake,energy]",Chesapeake Energy,Chesapeake Energy Corporation Common Stock,1.0
17265,A,"[agilent,technologies]","[agilent,technologies]","Agilent Technologies, Inc",Agilent Technologies Inc. Common Stock,1.0
12454,SRT,[startek],[startek],"Startek, Inc.",StarTek Inc. Common Stock,1.0
41318,BK,"[bank,of,new,york,mellon]","[bank,of,new,york,mellon]",Bank of New York Mellon,The Bank of New York Mellon Corporation Common Stock,1.0
40361,UTI,"[universal,technical,institute]","[universal,technical,institute]",Universal Technical Institute,Universal Technical Institute Inc Common Stock,1.0
17505,PRU,"[prudential,financial]","[prudential,financial]",Prudential Financial,Prudential Financial Inc. Common Stock,1.0
19633,TPIC,"[tpi,composites]","[tpi,composites]",TPI Composites,TPI Composites Inc. Common Stock,1.0
11932,BA,[boeing],[boeing],Boeing Co,Boeing Company (The) Common Stock,1.0
8184,VREX,"[varex,imaging]","[varex,imaging]",Varex Imaging,Varex Imaging Corporation Common Stock,1.0
37183,KMT,[kennametal],[kennametal],Kennametal,Kennametal Inc. Common Stock,1.0
31579,SWK,"[stanley,black,decker]","[stanley,black,decker]","Stanley Black & Decker, Inc.",Stanley Black & Decker Inc. Common Stock,1.0
1972,PBI,"[pitney,bowes]","[pitney,bowes]","Pitney Bowes, Inc.",Pitney Bowes Inc. Common Stock,1.0
16790,CRI,"[carter,s]","[carter,s]",Carter's,Carter's Inc. Common Stock,1.0
19208,FWRD,"[forward,air]","[forward,air]","Forward Air, Inc.",Forward Air Corporation Common Stock,1.0
41596,BAC,"[bank,of,america]","[bank,of,america]",BANK OF AMERICA,Bank of America Corporation Common Stock,1.0
42564,GCI,[gannett],[gannett],Gannett,Gannett Co. Inc. Common Stock,1.0
41485,FLR,[fluor],[fluor],FLUOR,Fluor Corporation Common Stock,1.0
36440,AMAT,"[applied,materials]","[applied,materials]",Applied Materials,Applied Materials Inc. Common Stock,1.0
23416,AIZ,[assurant],[assurant],Assurant,Assurant Inc. Common Stock,1.0
37782,SXC,"[suncoke,energy]","[suncoke,energy]","SunCoke Energy, Inc.",SunCoke Energy Inc. Common Stock,1.0
5422,RDFN,[redfin],[redfin],Redfin Corporation,Redfin Corporation Common Stock,1.0
41091,MTB,"[m,t,bank]","[m,t,bank]",M & T Bank,M&T Bank Corporation Common Stock,1.0
43648,HALL,"[hallmark,financial,services]","[hallmark,financial,services]",Hallmark Financial Services,Hallmark Financial Services Inc. Common Stock,1.0
37776,SXC,"[suncoke,energy]","[suncoke,energy]","Suncoke Energy, Inc.",SunCoke Energy Inc. Common Stock,1.0
21150,LYV,"[live,nation,entertainment]","[live,nation,entertainment]",Live Nation Entertainment,Live Nation Entertainment Inc. Common Stock,1.0
8987,TRUE,[truecar],[truecar],"TrueCar, Inc.",TrueCar Inc. Common Stock,1.0
41424,CHD,"[church,dwight]","[church,dwight]",CHURCH & DWIGHT CO. INC,Church & Dwight Company Inc. Common Stock,1.0
36618,APD,"[air,products,and,chemicals]","[air,products,and,chemicals]","Air Products and Chemicals, Inc.",Air Products and Chemicals Inc. Common Stock,1.0
37715,GNW,"[genworth,financial]","[genworth,financial]",Genworth Financial,Genworth Financial Inc Common Stock,1.0
17483,MET,[metlife],[metlife],Metlife,MetLife Inc. Common Stock,1.0
37802,INTU,[intuit],[intuit],Intuit,Intuit Inc. Common Stock,1.0
16285,TKR,[timken],[timken],Timken,Timken Company (The) Common Stock,1.0
12543,PMTS,"[cpi,card]","[cpi,card]",CPI Card Group,CPI Card Group Inc. Common Stock,1.0
27313,FLWS,"[1,800,flowers,com]","[1,800,flowers,com]","1-800-Flowers.com, Inc.",1-800-FLOWERS.COM Inc. Common Stock,1.0
5671,VSAT,[viasat],[viasat],"Viasat, Inc.",ViaSat Inc. Common Stock,1.0
41571,ABT,"[abbott,laboratories]","[abbott,laboratories]",ABBOTT LABORATORIES,Abbott Laboratories Common Stock,1.0
40679,NRG,"[nrg,energy]","[nrg,energy]","NRG Energy, Inc.",NRG Energy Inc. Common Stock,1.0
32395,NINE,"[nine,energy,service]","[nine,energy,service]",Nine Energy Service,Nine Energy Service Inc. Common Stock,1.0
34813,FOSL,[fossil],[fossil],Fossil Group,Fossil Group Inc. Common Stock,1.0
35334,NTRA,[natera],[natera],"Natera, Inc.",Natera Inc. Common Stock,1.0
41212,HCSG,"[healthcare,services]","[healthcare,services]","Healthcare Services Group, Inc.",Healthcare Services Group Inc. Common Stock,1.0
24920,JPM,"[jp,morgan,chase]","[jp,morgan,chase]",JP Morgan Chase Co.,JP Morgan Chase & Co. Common Stock,1.0
40564,JPM,"[jp,morgan,chase]","[jp,morgan,chase]",JP Morgan Chase & Company,JP Morgan Chase & Co. Common Stock,1.0
22508,IMGN,[immunogen],[immunogen],ImmunoGen,ImmunoGen Inc. Common Stock,1.0
10676,EBAY,[ebay],[ebay],"eBay, Inc.",eBay Inc. Common Stock,1.0
24429,MOH,"[molina,healthcare]","[molina,healthcare]",Molina Healthcare,Molina Healthcare Inc Common Stock,1.0
16739,LMT,"[lockheed,martin]","[lockheed,martin]",Lockheed Martin Corp.,Lockheed Martin Corporation Common Stock,1.0
40173,ABBV,[abbvie],[abbvie],AbbVie Inc,AbbVie Inc. Common Stock,1.0
6494,GES,[guess],[guess],"Guess, Inc.",Guess? Inc. Common Stock,1.0
14650,QRVO,[qorvo],[qorvo],Qorvo,Qorvo Inc. Common Stock,1.0
40157,WH,"[wyndham,hotels,resorts]","[wyndham,hotels,resorts]",Wyndham Hotels & Resorts,Wyndham Hotels & Resorts Inc. Common Stock,1.0
26301,BR,"[broadridge,financial,solutions]","[broadridge,financial,solutions]","Broadridge Financial Solutions, Inc.",Broadridge Financial Solutions Inc. Common Stock,1.0
20555,ALG,[alamo],[alamo],Alamo Group,Alamo Group Inc. Common Stock,1.0
32794,CHK,"[chesapeake,energy]","[chesapeake,energy]",Chesapeake Energy Corporation,Chesapeake Energy Corporation Common Stock,1.0
321,NSC,"[norfolk,southern]","[norfolk,southern]",NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Common Stock,1.0
19442,VC,[visteon],[visteon],Visteon,Visteon Corporation Common Stock,1.0
16020,CRD/B,[crawford],[crawford],Crawford & Company,Crawford & Company,1.0
38494,EA,"[electronic,arts]","[electronic,arts]",Electronic Arts Inc,Electronic Arts Inc. Common Stock,1.0
43242,BMRN,"[biomarin,pharmaceutical]","[biomarin,pharmaceutical]",BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc. Common Stock,1.0
38642,PKI,[perkinelmer],[perkinelmer],PerkinElmer,PerkinElmer Inc. Common Stock,1.0
793,TRN,"[trinity,industries]","[trinity,industries]","TRINITY INDUSTRIES, INC.",Trinity Industries Inc. Common Stock,1.0
14639,VOYA,"[voya,financial]","[voya,financial]",Voya Financial,Voya Financial Inc. Common Stock,1.0
10532,BA,[boeing],[boeing],Boeing Company,Boeing Company (The) Common Stock,1.0
16165,PG,"[procter,gamble]","[procter,gamble]",Procter & Gamble,Procter & Gamble Company (The) Common Stock,1.0
43495,LSF,"[laird,superfood]","[laird,superfood]","Laird Superfood, Inc",Laird Superfood Inc. Common Stock,1.0
18506,PPG,"[ppg,industries]","[ppg,industries]","PPG Industries, Inc.",PPG Industries Inc. Common Stock,1.0
40310,SAVE,"[spirit,airlines]","[spirit,airlines]",Spirit Airlines Inc.,Spirit Airlines Inc. Common Stock,1.0
41492,GS,"[goldman,sachs]","[goldman,sachs]",GOLDMAN SACHS,Goldman Sachs Group Inc. (The) Common Stock,1.0
22531,EMN,"[eastman,chemical]","[eastman,chemical]",Eastman Chemical Company,Eastman Chemical Company Common Stock,1.0
5297,TSLA,[tesla],[tesla],Tesla Inc.,Tesla Inc. Common Stock,1.0
12043,DCO,"[ducommun,incorporated,ducommun]","[ducommun,incorporated]",Ducommun Incorporated/Ducommun,Ducommun Incorporated Common Stock,1.0
39111,KGC,"[kinross,gold]","[kinross,gold]",Kinross Gold Corp,Kinross Gold Corporation Common Stock,1.0
34467,GES,[guess],[guess],Guess?,Guess? Inc. Common Stock,1.0
41807,SRCL,[stericycle],[stericycle],STERICYCLE,Stericycle Inc. Common Stock,1.0
15903,CBT,[cabot],[cabot],Cabot Corporation,Cabot Corporation Common Stock,1.0
16125,CCBG,"[capital,city,bank]","[capital,city,bank]",Capital City Bank,Capital City Bank Group Common Stock,1.0
16177,EXPR,[express],[express],Express,Express Inc. Common Stock,1.0
35770,HNST,[honest],[honest],The Honest Company,The Honest Company Inc. Common Stock,1.0
38822,ZUMZ,[zumiez],[zumiez],Zumiez Inc.,Zumiez Inc. Common Stock,1.0
6335,TCS,"[container,store]","[container,store]",The Container Store,Container Store (The) Common Stock,1.0
10300,ENPH,"[enphase,energy]","[enphase,energy]","Enphase Energy, Inc.",Enphase Energy Inc. Common Stock,1.0
37182,ETR,[entergy],[entergy],Entergy,Entergy Corporation Common Stock,1.0
40077,CAT,[caterpillar],[caterpillar],Caterpillar Inc.,Caterpillar Inc. Common Stock,1.0
16697,SRCL,[stericycle],[stericycle],"Stericycle, Inc.",Stericycle Inc. Common Stock,1.0
3150,GPS,[gap],[gap],Gap Inc,Gap Inc. (The) Common Stock,1.0
41568,ASH,[ashland],[ashland],ASHLAND,Ashland Inc. Common Stock,1.0
806,LPX,"[louisiana,pacific]","[louisiana,pacific]",LOUISIANA- PACIFIC CORPORATION,Louisiana-Pacific Corporation Common Stock,1.0
7078,BJRI,"[bj,s,restaurants]","[bj,s,restaurants]",BJ's Restaurants Inc.,BJ's Restaurants Inc. Common Stock,1.0
44355,BYD,"[boyd,gaming]","[boyd,gaming]",Boyd Gaming Corporation,Boyd Gaming Corporation Common Stock,1.0
35804,CNXC,[concentrix],[concentrix],Concentrix Corp.,Concentrix Corporation Common Stock,1.0
468,RF,"[regions,financial]","[regions,financial]",REGIONS FINANCIAL CORP.,Regions Financial Corporation Common Stock,1.0
8771,WWD,[woodward],[woodward],"Woodward, Inc.",Woodward Inc. Common Stock,1.0
9364,AQMS,"[aqua,metals]","[aqua,metals]","Aqua Metals, Inc.",Aqua Metals Inc. Common Stock,1.0
10569,GNW,"[genworth,financial]","[genworth,financial]","Genworth Financial, Inc.",Genworth Financial Inc Common Stock,1.0
11957,AMGN,[amgen],[amgen],"Amgen, Inc.",Amgen Inc. Common Stock,1.0
16861,SCS,[steelcase],[steelcase],Steelcase,Steelcase Inc. Common Stock,1.0
37695,GNW,"[genworth,financial]","[genworth,financial]",Genworth Financial Inc.,Genworth Financial Inc Common Stock,1.0
42018,MAT,[mattel],[mattel],MATTEL,Mattel Inc. Common Stock,1.0
43375,TLIS,"[talis,biomedical]","[talis,biomedical]",Talis Biomedical Corporation,Talis Biomedical Corporation Common Stock,1.0
32774,SM,"[sm,energy]","[sm,energy]",SM Energy,SM Energy Company Common Stock,1.0
11096,ITT,[itt],[itt],ITT Corporation,ITT Inc. Common Stock,1.0
41098,EL,"[estee,lauder,companies]","[estee,lauder,companies]",The Estee Lauder Companies Inc.,Estee Lauder Companies Inc. (The) Common Stock,1.0
8369,EXTR,"[extreme,networks]","[extreme,networks]","Extreme Networks, Inc.",Extreme Networks Inc. Common Stock,1.0
10019,MU,"[micron,technology]","[micron,technology]","Micron Technology, Inc.",Micron Technology Inc. Common Stock,1.0
18041,AMZN,"[amazon,com]","[amazon,com]",Amazon.com,Amazon.com Inc. Common Stock,1.0
11,KBR,[kbr],[kbr],KBR,KBR Inc. Common Stock,1.0
37115,MOS,[mosaic],[mosaic],Mosaic,Mosaic Company (The) Common Stock,1.0
38284,GES,[guess],[guess],"Guess, Inc",Guess? Inc. Common Stock,1.0
19615,LEA,[lear],[lear],LEAR Corporation,Lear Corporation Common Stock,1.0
5922,DIN,"[dine,brands,global]","[dine,brands,global]","Dine Brands Global, Inc.",Dine Brands Global Inc. Common Stock,1.0
7203,PAG,"[penske,automotive]","[penske,automotive]","Penske Automotive Group, Inc.",Penske Automotive Group Inc. Common Stock,1.0
19912,PII,[polaris],[polaris],Polaris,Polaris Inc. Common Stock,1.0
15994,TXT,[textron],[textron],Textron,Textron Inc. Common Stock,1.0
441,DDS,"[dillard,s]","[dillard,s]",DILLARD'S,Dillard's Inc. Common Stock,1.0
25014,NTRS,"[northern,trust]","[northern,trust]",The Northern Trust Company,Northern Trust Corporation Common Stock,1.0
43,BERY,"[berry,global]","[berry,global]",BERRY GLOBAL,Berry Global Group Inc. Common Stock,1.0
10488,BHE,"[benchmark,electronics]","[benchmark,electronics]","Benchmark Electronics, Inc.",Benchmark Electronics Inc. Common Stock,1.0
13808,CCL,[carnival],[carnival],Carnival Corporation,Carnival Corporation Common Stock,1.0
24635,FA,"[first,advantage]","[first,advantage]",First Advantage Corporation,First Advantage Corporation Common Stock,1.0
2977,ROST,"[ross,stores]","[ross,stores]","Ross Stores, Inc",Ross Stores Inc. Common Stock,1.0
39918,KMB,"[kimberly,clark]","[kimberly,clark]",Kimberly-Clark Corp.,Kimberly-Clark Corporation Common Stock,1.0
18833,AVY,"[avery,dennison]","[avery,dennison]",Avery Dennison Corporation,Avery Dennison Corporation Common Stock,1.0
31520,TPR,[tapestry],[tapestry],"Tapestry, Inc.",Tapestry Inc. Common Stock,1.0
37202,HD,"[home,depot]","[home,depot]",Home Depot,Home Depot Inc. (The) Common Stock,1.0
405,WY,[weyerhaeuser],[weyerhaeuser],WEYERHAEUSER CORP.,Weyerhaeuser Company Common Stock,1.0
5484,RWT,"[redwood,trust]","[redwood,trust]",Redwood Trust Inc,Redwood Trust Inc. Common Stock,1.0
19451,VC,[visteon],[visteon],Visteon Corporation,Visteon Corporation Common Stock,1.0
41092,HES,[hess],[hess],Hess Corporation,Hess Corporation Common Stock,1.0
799,CULP,[culp],[culp],"CULP, INC.",Culp Inc. Common Stock,1.0
17116,AA,[alcoa],[alcoa],Alcoa,Alcoa Corporation Common Stock,1.0
10370,XOMA,[xoma],[xoma],XOMA Corporation,XOMA Corporation Common Stock,1.0
16029,ANGO,[angiodynamics],[angiodynamics],AngioDynamics,AngioDynamics Inc. Common Stock,1.0
30850,TA,"[travelcenters,of,america]","[travelcenters,of,america]",TravelCenters of America,TravelCenters of America Inc. Common Stock,1.0
41921,MMS,[maximus],[maximus],MAXIMUS,Maximus Inc. Common Stock,1.0
1077,UBER,"[uber,technologies]","[uber,technologies]",Uber Technologies,Uber Technologies Inc. Common Stock,1.0
40595,WMT,[walmart],[walmart],WALMART INC,Walmart Inc. Common Stock,1.0
9744,ADSK,[autodesk],[autodesk],"Autodesk, Inc",Autodesk Inc. Common Stock,1.0
29113,LYTS,"[lsi,industries]","[lsi,industries]","LSI Industries, Inc.",LSI Industries Inc. Common Stock,1.0
10873,GLW,"[corning,incorporated]","[corning,incorporated]",Corning Incorporated,Corning Incorporated Common Stock,1.0
33442,NFLX,[netflix],[netflix],Netflix Inc,Netflix Inc. Common Stock,1.0
35628,ARMK,[aramark],[aramark],Aramark Corp,Aramark Common Stock,1.0
41966,M,"[macy,s]","[macy,s]",MACY’S,Macy's Inc Common Stock,1.0
6495,IMH,"[impac,mortgage,holdings]","[impac,mortgage,holdings]",Impac Mortgage Holdings Inc,Impac Mortgage Holdings Inc. Common Stock,1.0
11186,TTMI,"[ttm,technologies]","[ttm,technologies]","TTM Technologies, Inc.",TTM Technologies Inc. Common Stock,1.0
19041,WST,"[west,pharmaceutical,services]","[west,pharmaceutical,services]","West Pharmaceutical Services, Inc.",West Pharmaceutical Services Inc. Common Stock,1.0
21314,TROW,"[t,rowe,price]","[t,rowe,price]","T.Rowe Price Group, Inc.",T. Rowe Price Group Inc. Common Stock,1.0
42757,ATRA,"[atara,biotherapeutics]","[atara,biotherapeutics]","Atara Biotherapeutics, Inc.",Atara Biotherapeutics Inc. Common Stock,1.0
43737,DZSI,[dzs],[dzs],"DZS, Inc.",DZS Inc. Common Stock,1.0
18982,HAYN,"[haynes,international]","[haynes,international]","Haynes International, Inc.",Haynes International Inc. Common Stock,1.0
8875,CROX,[crocs],[crocs],Crocs,Crocs Inc. Common Stock,1.0
16924,LPX,"[louisiana,pacific]","[louisiana,pacific]",Louisiana-pacific Corp,Louisiana-Pacific Corporation Common Stock,1.0
41345,SAIC,"[science,applications,international]","[science,applications,international]",Science Applications International Corp,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,1.0
17725,HVT/A,"[haverty,furniture,companies]","[haverty,furniture,companies]","Haverty Furniture Companies, Inc.",Haverty Furniture Companies Inc.,1.0
18219,MU,"[micron,technology]","[micron,technology]",Micron Technology Inc,Micron Technology Inc. Common Stock,1.0
22197,SAIC,"[science,applications,international]","[science,applications,international]",Science Applications International Corporation,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,1.0
22641,BLMN,"[bloomin,brands]","[bloomin,brands]","Bloomin Brands, Inc.",Bloomin' Brands Inc. Common Stock,1.0
3319,ICPT,"[intercept,pharmaceuticals]","[intercept,pharmaceuticals]","Intercept Pharmaceuticals, Inc.",Intercept Pharmaceuticals Inc. Common Stock,1.0
42526,AKBA,"[akebia,therapeutics,akebia]","[akebia,therapeutics]","Akebia Therapeutics, Inc. (""Akebia"")",Akebia Therapeutics Inc. Common Stock,1.0
444,DAL,"[delta,air,lines]","[delta,air,lines]",DELTA AIR LINES,Delta Air Lines Inc. Common Stock,1.0
9799,BBW,"[build,a,bear,workshop]","[build,a,bear,workshop]",Build-A-Bear Workshop Inc.,Build-A-Bear Workshop Inc. Common Stock,1.0
1408,M,"[macy,s]","[macy,s]",Macy'S,Macy's Inc Common Stock,1.0
21855,HSTM,[healthstream],[healthstream],"HealthStream, Inc.",HealthStream Inc. Common Stock,1.0
16407,TSCO,"[tractor,supply]","[tractor,supply]",Tractor Supply Co.,Tractor Supply Company Common Stock,1.0
20167,ZUMZ,[zumiez],[zumiez],Zumiez,Zumiez Inc. Common Stock,1.0
15898,GM,"[general,motors]","[general,motors]",General Motors LLC,General Motors Company Common Stock,1.0
33586,CCF,[chase],[chase],Chase Corp,Chase Corporation Common Stock,1.0
4577,BBBY,"[bed,bath,beyond]","[bed,bath,beyond]",Bed Bath Beyond,Bed Bath & Beyond Inc. Common Stock,1.0
21798,WFC,"[wells,fargo]","[wells,fargo]",Wells Fargo & Company.,Wells Fargo & Company Common Stock,1.0
36418,KMB,"[kimberly,clark]","[kimberly,clark]",Kimberly Clark,Kimberly-Clark Corporation Common Stock,1.0
4920,DRI,"[darden,restaurants]","[darden,restaurants]","Darden Restaurants, Inc. -",Darden Restaurants Inc. Common Stock,1.0
8476,ICUI,"[icu,medical]","[icu,medical]","ICU Medical, Inc",ICU Medical Inc. Common Stock,1.0
18876,TOL,"[toll,brothers]","[toll,brothers]","Toll Brothers, Inc.",Toll Brothers Inc. Common Stock,1.0
20828,ALL,[allstate],[allstate],Allstate Corp,Allstate Corporation (The) Common Stock,1.0
23876,AGCO,[agco],[agco],AGCO Corporation,AGCO Corporation Common Stock,1.0
38575,AA,[alcoa],[alcoa],Alcoa Inc.,Alcoa Corporation Common Stock,1.0
40195,HAIN,"[hain,celestial]","[hain,celestial]","Hain Celestial Group, Inc.",Hain Celestial Group Inc. (The) Common Stock,1.0
8873,GOGO,[gogo],[gogo],"Gogo, Inc.",Gogo Inc. Common Stock,1.0
9167,JACK,"[jack,in,box]","[jack,in,box]",Jack in the Box Inc.,Jack In The Box Inc. Common Stock,1.0
16767,ALL,[allstate],[allstate],Allstate,Allstate Corporation (The) Common Stock,1.0
37118,DLTR,"[dollar,tree]","[dollar,tree]",Dollar Tree,Dollar Tree Inc. Common Stock,1.0
39272,GRPN,[groupon],[groupon],Groupon Inc.,Groupon Inc. Common Stock,1.0
43395,CTMX,"[cytomx,therapeutics]","[cytomx,therapeutics]",CytomX Therapeutics Inc.,CytomX Therapeutics Inc. Common Stock,1.0
6510,GES,[guess],[guess],"GUESS, INC.",Guess? Inc. Common Stock,1.0
12695,PXD,"[pioneer,natural,resources]","[pioneer,natural,resources]",Pioneer Natural Resources,Pioneer Natural Resources Company Common Stock,1.0
16851,MHK,"[mohawk,industries]","[mohawk,industries]","Mohawk Industries,inc.",Mohawk Industries Inc. Common Stock,1.0
19,NUE,[nucor],[nucor],Nucor,Nucor Corporation Common Stock,1.0
42852,PBI,"[pitney,bowes]","[pitney,bowes]",Pitney Bowes Inc.,Pitney Bowes Inc. Common Stock,1.0
38839,EXPE,[expedia],[expedia],"Expedia, Inc.",Expedia Group Inc. Common Stock,1.0
10047,AVT,[avnet],[avnet],"Avnet, Inc.",Avnet Inc. Common Stock,1.0
9934,HNST,[honest],[honest],"The Honest Company, Inc.",The Honest Company Inc. Common Stock,1.0
8332,TDC,[teradata],[teradata],Teradata Corporation,Teradata Corporation Common Stock,1.0
12656,UNP,"[union,pacific]","[union,pacific]",Union Pacific Company,Union Pacific Corporation Common Stock,1.0
1525,ORLY,"[o,reilly,automotive]","[o,reilly,automotive]","O'Reilly Automotive, Inc.",O'Reilly Automotive Inc. Common Stock,1.0
41689,MMM,[3m],[3m],3M,3M Company Common Stock,1.0
3502,IMAX,[imax],[imax],IMAX,Imax Corporation Common Stock,1.0
3672,ANF,"[abercrombie,fitch]","[abercrombie,fitch]",Abercrombie & Fitch Co,Abercrombie & Fitch Company Common Stock,1.0
39613,REVG,[rev],[rev],Rev Group Inc,REV Group Inc. Common Stock,1.0
41956,GM,"[general,motors]","[general,motors]",GENERAL MOTORS,General Motors Company Common Stock,1.0
44510,PRAA,[pra],[pra],PRA Group,PRA Group Inc. Common Stock,1.0
12057,EXEL,[exelixis],[exelixis],"Exelixis, Inc.",Exelixis Inc. Common Stock,1.0
41455,ASH,[ashland],[ashland],ASHLAND INC.,Ashland Inc. Common Stock,1.0
