,Symbol,Company,Year,Quarter,Number of Workers,Number of Layoffs,statement_date,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,netIncome_cash-flow-statement,depreciationAndAmortization_cash-flow-statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash-flow-statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivites,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,employee_count,industry,new_cases,new_cases_smoothed,new_cases_per_million,new_deaths,new_deaths_smoothed,new_deaths_per_million
120,GRPN,Groupon Inc. Common Stock,2020,2,376,1,2020-06-30,395646000.0,258420000.0,137226000.0,0.3468403572890917,0.0,143619000.0,25242000.0,0.0,168861000.0,427281000.0,8009000.0,24434000.0,-40370000.0,-0.1020356581388412,-72113000.0,-0.1822664705317379,-1695000.0,-73808000.0,-0.1865506033171067,-696000.0,-72117000.0,-0.182276580579609,-2.53,-2.53,28493258.0,28493258.0,784688000.0,0.0,784688000.0,65928000.0,9101000.0,31642000.0,891359000.0,168388000.0,211718000.0,31977000.0,243695000.0,34403000.0,4728000.0,26746000.0,477960000.0,0.0,1369319000.0,439978000.0,242443000.0,1382000.0,61452000.0,141648000.0,886903000.0,221992000.0,0.0,3686000.0,139254000.0,364932000.0,0.0,1251835000.0,4000.0,-1318594000.0,29488000.0,1406933000.0,117831000.0,1369666000.0,0.0,464435000.0,-320253000.0,-72117000.0,24434000.0,0.0,8543000.0,109737000.0,-8752000.0,0.0,98601000.0,740000.0,16515000.0,87112000.0,-15568000.0,0.0,0.0,0.0,0.0,-15568000.0,-2594000.0,0.0,0.0,0.0,45456000.0,42862000.0,3450000.0,117856000.0,785807000.0,667951000.0,87112000.0,-15568000.0,71544000.0,0.0,Internet Content & Information,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
121,HAE,Haemonetics Corporation Common Stock,2021,3,92,1,2021-10-02,239897000.0,117356000.0,122541000.0,0.510806721217856,10853000.0,0.0,0.0,11400000.0,98031000.0,215387000.0,4588000.0,23534000.0,48044000.0,0.2002692822336252,24510000.0,0.1021688474637031,-4588000.0,19922000.0,0.0830439730384289,5066000.0,14856000.0,0.061926576822553,0.29,0.29,51039000.0,51458000.0,192420000.0,0.0,192420000.0,141305000.0,322661000.0,42860000.0,699246000.0,223747000.0,468590000.0,337249000.0,805839000.0,0.0,6064000.0,66601000.0,1102251000.0,0.0,1801497000.0,44969000.0,82733000.0,0.0,0.0,160768000.0,288470000.0,698043000.0,0.0,24574000.0,91861000.0,814478000.0,0.0,1102948000.0,511000.0,169418000.0,-29536000.0,558156000.0,698549000.0,1801497000.0,0.0,780776000.0,588356000.0,14856000.0,23534000.0,0.0,5979000.0,-4046000.0,-9232000.0,3078000.0,0.0,-2098000.0,3137000.0,43460000.0,0.0,0.0,0.0,0.0,-20520000.0,-20520000.0,-4375000.0,0.0,0.0,0.0,1060000.0,-3315000.0,-667000.0,18958000.0,192420000.0,173462000.0,43460000.0,-20812000.0,22648000.0,0.0,,105140.77173913045,102092.02486956524,310.80082608695653,1035.1304347826087,983.925445652174,3.059891304347826
122,HAIN,Hain Celestial Group Inc. (The) Common Stock,2021,1,286,2,2021-03-31,492604000.0,362698000.0,129906000.0,0.2637128403342238,0.0,74223000.0,0.0,2145000.0,76368000.0,439066000.0,2030000.0,12814000.0,60895000.0,0.1236185658256936,49577000.0,0.100642706920772,-3596000.0,45981000.0,0.0933427255970312,11797000.0,34254000.0,0.0695365851678021,0.34,0.34,99831000.0,101596000.0,53014000.0,0.0,53014000.0,190737000.0,313898000.0,38648000.0,596297000.0,401472000.0,877723000.0,324791000.0,1202514000.0,17342000.0,0.0,22263000.0,1643591000.0,0.0,2239888000.0,210223000.0,699000.0,0.0,0.0,120498000.0,331420000.0,339104000.0,0.0,36103000.0,31579000.0,406786000.0,0.0,738206000.0,1096000.0,650740000.0,-77682000.0,927528000.0,1501682000.0,2239888000.0,0.0,339803000.0,286789000.0,34254000.0,12814000.0,3124000.0,3698000.0,-14092000.0,-11198000.0,-1792000.0,0.0,85000.0,2189000.0,41987000.0,-23391000.0,22667000.0,0.0,0.0,0.0,-724000.0,-94206000.0,0.0,-8562000.0,0.0,53982000.0,-48786000.0,-84000.0,-7607000.0,53014000.0,60621000.0,41987000.0,-23391000.0,18596000.0,0.0,,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
123,HAL,Halliburton Company Common Stock,2020,2,783,5,2020-06-30,3196000000.0,2917000000.0,279000000.0,0.0872966207759699,0.0,43000000.0,0.0,0.0,43000000.0,2960000000.0,131000000.0,251000000.0,-1696000000.0,-0.5306633291614519,-1911000000.0,-0.5979349186483104,-172000000.0,-2083000000.0,-0.6517521902377973,-402000000.0,-1676000000.0,-0.5244055068836045,-1.91,-1.91,877000000.0,877000000.0,1811000000.0,0.0,1811000000.0,3345000000.0,2745000000.0,1198000000.0,9099000000.0,5906000000.0,2801000000.0,0.0,2801000000.0,0.0,2034000000.0,1264000000.0,12005000000.0,0.0,21104000000.0,1708000000.0,400000000.0,0.0,0.0,1986000000.0,4094000000.0,10417000000.0,0.0,0.0,1397000000.0,11814000000.0,0.0,15908000000.0,2666000000.0,9098000000.0,-342000000.0,-6233000000.0,5189000000.0,21097000000.0,0.0,10817000000.0,9006000000.0,-1676000000.0,0.0,-429000000.0,0.0,496000000.0,0.0,40000000.0,-994000000.0,5005000000.0,2207000000.0,598000000.0,0.0,0.0,0.0,0.0,-116000000.0,-116000000.0,-2000000.0,0.0,0.0,-40000000.0,8000000.0,-34000000.0,-22000000.0,426000000.0,1811000000.0,1385000000.0,598000000.0,-142000000.0,456000000.0,40000.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
124,HGV,Hilton Grand Vacations Inc. Common Stock,2020,3,1697,3,2020-09-30,208000000.0,166000000.0,42000000.0,0.2019230769230769,0.0,33000000.0,0.0,0.0,44000000.0,210000000.0,10000000.0,11000000.0,9000000.0,0.0432692307692307,-2000000.0,-0.0096153846153846,-10000000.0,-12000000.0,-0.0576923076923076,-5000000.0,-7000000.0,-0.0336538461538461,-0.08,-0.08,85000000.0,85000000.0,625000000.0,0.0,625000000.0,1121000000.0,933000000.0,92000000.0,2771000000.0,543000000.0,0.0,80000000.0,80000000.0,49000000.0,0.0,101000000.0,773000000.0,0.0,3544000000.0,0.0,0.0,0.0,0.0,264000000.0,264000000.0,2099000000.0,380000000.0,209000000.0,70000000.0,2758000000.0,0.0,3022000000.0,1000000.0,335000000.0,-129000000.0,315000000.0,522000000.0,3544000000.0,0.0,2169000000.0,1544000000.0,-7000000.0,11000000.0,-19000000.0,6000000.0,-1000000.0,-6000000.0,-23000000.0,0.0,-4000000.0,8000000.0,-2000000.0,0.0,-2000000.0,0.0,0.0,-7000000.0,-9000000.0,-92000000.0,0.0,0.0,0.0,-3000000.0,-95000000.0,0.0,-106000000.0,717000000.0,823000000.0,-2000000.0,-7000000.0,-9000000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
125,HOLX,Hologic Inc. Common Stock,2020,2,93,1,2020-06-27,822900000.0,356800000.0,466100000.0,0.5664114716247418,55100000.0,105300000.0,103500000.0,10200000.0,274100000.0,630900000.0,27400000.0,93600000.0,290900000.0,0.353505893790254,191000000.0,0.2321059667031231,-22600000.0,168400000.0,0.2046421193340624,32000000.0,137900000.0,0.1675780775306841,0.53,0.53,259870000.0,261047000.0,744200000.0,0.0,744200000.0,728000000.0,413600000.0,97000000.0,1982800000.0,456200000.0,2592900000.0,1252500000.0,3845400000.0,0.0,0.0,518700000.0,4820300000.0,0.0,6803100000.0,127300000.0,567300000.0,0.0,175100000.0,476000000.0,1345700000.0,2749200000.0,12600000.0,214100000.0,222900000.0,3198800000.0,0.0,4544500000.0,2900000.0,-2068100000.0,-61900000.0,4382200000.0,2255100000.0,6799600000.0,0.0,3316500000.0,2572300000.0,136200000.0,93600000.0,-19100000.0,19900000.0,-16400000.0,-130200000.0,-14700000.0,-7200000.0,-300000.0,8800000.0,223000000.0,-11400000.0,0.0,0.0,0.0,-24900000.0,-36300000.0,-259700000.0,0.0,100000.0,0.0,17900000.0,-241700000.0,-600000.0,-55600000.0,744200000.0,799800000.0,223000000.0,-35000000.0,188000000.0,5814.0,Medical Instruments & Supplies,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
126,HON,Honeywell International Inc. Common Stock,2020,2,106,2,2020-06-30,7477000000.0,5276000000.0,2201000000.0,0.2943693994917747,0.0,0.0,0.0,0.0,1183000000.0,6459000000.0,90000000.0,250000000.0,1541000000.0,0.2060987026882439,1018000000.0,0.136150862645446,201000000.0,1219000000.0,0.1630333021265213,120000000.0,1081000000.0,0.144576701885783,1.54,1.53,702300000.0,708100000.0,13778000000.0,1349000000.0,15127000000.0,6717000000.0,4753000000.0,1724000000.0,28321000000.0,5327000000.0,15518000000.0,3551000000.0,19069000000.0,626000000.0,106000000.0,10155000000.0,35283000000.0,0.0,63604000000.0,5366000000.0,4498000000.0,0.0,0.0,7477000000.0,17341000000.0,17591000000.0,0.0,1461000000.0,8838000000.0,27890000000.0,0.0,45231000000.0,958000000.0,39080000000.0,-3310000000.0,-18581000000.0,18147000000.0,63378000000.0,1975000000.0,22089000000.0,8311000000.0,1081000000.0,250000000.0,-219000000.0,34000000.0,578000000.0,735000000.0,-168000000.0,-310000000.0,0.0,-244000000.0,1480000000.0,-227000000.0,0.0,-1023000000.0,542000000.0,0.0,-708000000.0,-3814000000.0,31000000.0,-62000000.0,-650000000.0,9682000000.0,5187000000.0,98000000.0,6057000000.0,13778000000.0,7721000000.0,1480000000.0,-227000000.0,1253000000.0,103000.0,Conglomerates,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
127,HPE,Hewlett Packard Enterprise Company Common Stock,2020,3,57,1,2020-10-31,7208000000.0,5002000000.0,2206000000.0,0.3060488346281909,484000000.0,1124000000.0,0.0,0.0,1703000000.0,6705000000.0,0.0,652000000.0,777000000.0,0.1077968923418423,145000000.0,0.0201165371809101,-20000000.0,125000000.0,0.0173418423973362,-32000000.0,157000000.0,0.0217813540510543,0.121517027863777,0.121517027863777,1287000000.0,1287000000.0,4233000000.0,2170000000.0,6403000000.0,7180000000.0,2674000000.0,299000000.0,16556000000.0,6555000000.0,18017000000.0,1103000000.0,19120000000.0,2170000000.0,1778000000.0,7836000000.0,37459000000.0,0.0,54015000000.0,5383000000.0,3943000000.0,990000000.0,3430000000.0,4992000000.0,18738000000.0,12186000000.0,2785000000.0,0.0,4210000000.0,19181000000.0,0.0,37919000000.0,13000000.0,-8375000000.0,-3939000000.0,28350000000.0,16049000000.0,53968000000.0,4340000000.0,16129000000.0,11896000000.0,157000000.0,652000000.0,-80000000.0,59000000.0,-518000000.0,-606000000.0,726000000.0,-656000000.0,18000000.0,477000000.0,747000000.0,-604000000.0,-853000000.0,-23000000.0,19000000.0,37000000.0,-1424000000.0,-3700000000.0,0.0,0.0,-154000000.0,215000000.0,-3639000000.0,0.0,-4316000000.0,4621000000.0,8937000000.0,747000000.0,-604000000.0,143000000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
128,HWM,Howmet Aerospace Inc. Common Stock,2020,2,1034,5,2020-06-30,1253000000.0,923000000.0,330000000.0,0.2633679169992019,4000000.0,81000000.0,0.0,73000000.0,158000000.0,1081000000.0,144000000.0,74000000.0,120000000.0,0.0957701516360734,74000000.0,0.0590582601755786,-160000000.0,-86000000.0,-0.0686352753391859,-2000000.0,-96000000.0,-0.0766161213088587,-0.22,-0.22,436110495.0,436110495.0,1281000000.0,0.0,1281000000.0,527000000.0,1673000000.0,221000000.0,3702000000.0,2558000000.0,4051000000.0,589000000.0,4640000000.0,0.0,194000000.0,269000000.0,7661000000.0,0.0,11363000000.0,632000000.0,391000000.0,66000000.0,0.0,569000000.0,1658000000.0,4695000000.0,0.0,0.0,1561000000.0,6256000000.0,0.0,7914000000.0,436000000.0,223000000.0,-1968000000.0,4703000000.0,3449000000.0,11363000000.0,0.0,5086000000.0,3805000000.0,-96000000.0,74000000.0,6000000.0,10000000.0,-55000000.0,0.0,0.0,-188000000.0,6000000.0,92000000.0,31000000.0,0.0,0.0,0.0,0.0,33000000.0,33000000.0,-2041000000.0,0.0,0.0,-1000000.0,620000000.0,-1422000000.0,0.0,-1358000000.0,1285000000.0,2643000000.0,31000000.0,-32000000.0,-1000000.0,540.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
129,HWM,Howmet Aerospace Inc. Common Stock,2020,3,506,3,2020-09-30,1134000000.0,900000000.0,234000000.0,0.2063492063492063,5000000.0,73000000.0,0.0,68000000.0,146000000.0,1046000000.0,77000000.0,68000000.0,133000000.0,0.1172839506172839,73000000.0,0.064373897707231,-85000000.0,-12000000.0,-0.0105820105820105,-48000000.0,36000000.0,0.0317460317460317,0.08,0.08,433598864.0,433598864.0,1365000000.0,0.0,1365000000.0,430000000.0,1592000000.0,213000000.0,3600000000.0,2552000000.0,4072000000.0,584000000.0,4656000000.0,0.0,262000000.0,269000000.0,7739000000.0,0.0,11339000000.0,521000000.0,384000000.0,82000000.0,0.0,590000000.0,1577000000.0,4697000000.0,0.0,0.0,1564000000.0,6261000000.0,0.0,7838000000.0,434000000.0,258000000.0,-1929000000.0,4683000000.0,3501000000.0,11339000000.0,0.0,5081000000.0,3716000000.0,36000000.0,68000000.0,0.0,12000000.0,-37000000.0,0.0,94000000.0,-36000000.0,-55000000.0,39000000.0,118000000.0,0.0,0.0,0.0,0.0,25000000.0,25000000.0,0.0,0.0,-51000000.0,0.0,-11000000.0,-62000000.0,2000000.0,83000000.0,1368000000.0,1285000000.0,118000000.0,-119000000.0,-1000000.0,540.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
130,HWM,Howmet Aerospace Inc. Common Stock,2020,4,66,1,2020-12-31,1238000000.0,872000000.0,366000000.0,0.2956381260096931,4000000.0,0.0,0.0,67000000.0,71000000.0,943000000.0,76000000.0,67000000.0,214000000.0,0.172859450726979,221000000.0,0.178513731825525,-150000000.0,71000000.0,0.0573505654281098,-35000000.0,106000000.0,0.08562197092084,0.2444655851312378,0.2444655851312378,433598864.0,433598864.0,1610000000.0,0.0,1610000000.0,357000000.0,1488000000.0,217000000.0,3672000000.0,2592000000.0,4102000000.0,571000000.0,4673000000.0,0.0,272000000.0,234000000.0,7771000000.0,0.0,11443000000.0,599000000.0,376000000.0,102000000.0,0.0,583000000.0,1660000000.0,4699000000.0,0.0,0.0,1507000000.0,6206000000.0,0.0,7866000000.0,433000000.0,364000000.0,-1943000000.0,4668000000.0,3577000000.0,11443000000.0,0.0,5075000000.0,3465000000.0,106000000.0,67000000.0,-23000000.0,10000000.0,115000000.0,0.0,116000000.0,58000000.0,57000000.0,-124000000.0,151000000.0,0.0,0.0,0.0,0.0,119000000.0,119000000.0,-2000000.0,0.0,-22000000.0,-1000000.0,-5000000.0,-30000000.0,3000000.0,243000000.0,1611000000.0,1368000000.0,151000000.0,-47000000.0,104000000.0,540.0,,134353.27173913043,129908.33697826088,397.1542608695652,1541.7934782608695,1481.576043478261,4.5575978260869565
131,HWM,Howmet Aerospace Inc. Common Stock,2021,1,27,1,2021-03-31,1209000000.0,873000000.0,336000000.0,0.2779156327543424,5000000.0,67000000.0,0.0,68000000.0,140000000.0,1013000000.0,72000000.0,68000000.0,253000000.0,0.2092638544251447,189000000.0,0.1563275434243176,-76000000.0,113000000.0,0.0934656741108354,33000000.0,80000000.0,0.0661703887510339,0.18,0.18,434000000.0,439000000.0,1238000000.0,0.0,1238000000.0,435000000.0,1453000000.0,202000000.0,3328000000.0,2524000000.0,4086000000.0,563000000.0,4649000000.0,0.0,227000000.0,243000000.0,7643000000.0,0.0,10971000000.0,596000000.0,489000000.0,93000000.0,0.0,502000000.0,1680000000.0,4224000000.0,0.0,0.0,1405000000.0,5629000000.0,0.0,7309000000.0,434000000.0,443000000.0,-1941000000.0,4671000000.0,3662000000.0,10971000000.0,0.0,4713000000.0,3475000000.0,80000000.0,68000000.0,10000000.0,6000000.0,-171000000.0,0.0,20000000.0,26000000.0,12000000.0,1000000.0,-6000000.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,-363000000.0,0.0,0.0,0.0,-5000000.0,-368000000.0,-1000000.0,-372000000.0,1239000000.0,1611000000.0,-6000000.0,-55000000.0,-61000000.0,0.0,,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
132,HWM,Howmet Aerospace Inc. Common Stock,2021,2,9,1,2021-06-30,1195000000.0,857000000.0,338000000.0,0.2828451882845188,4000000.0,59000000.0,0.0,67000000.0,130000000.0,987000000.0,89000000.0,67000000.0,266000000.0,0.2225941422594142,207000000.0,0.1732217573221757,-97000000.0,110000000.0,0.0920502092050209,36000000.0,74000000.0,0.0619246861924686,0.17,0.17,431593607.0,436992917.0,715000000.0,0.0,715000000.0,416000000.0,1456000000.0,212000000.0,2799000000.0,2515000000.0,4090000000.0,557000000.0,4647000000.0,0.0,188000000.0,230000000.0,7580000000.0,0.0,10379000000.0,632000000.0,49000000.0,80000000.0,0.0,466000000.0,1227000000.0,4320000000.0,0.0,0.0,1234000000.0,5554000000.0,0.0,6781000000.0,429000000.0,517000000.0,-1884000000.0,4481000000.0,3598000000.0,10379000000.0,0.0,4369000000.0,3654000000.0,74000000.0,67000000.0,5000000.0,8000000.0,-80000000.0,0.0,-1000000.0,22000000.0,12000000.0,11000000.0,85000000.0,0.0,0.0,0.0,0.0,91000000.0,91000000.0,-476000000.0,0.0,0.0,-1000000.0,-223000000.0,-700000000.0,1000000.0,-523000000.0,716000000.0,1239000000.0,85000000.0,-36000000.0,49000000.0,0.0,,35160.42857142857,36779.50389010989,103.9358021978022,523.8351648351648,540.9042307692308,1.5484285714285717
133,HXL,Hexcel Corporation Common Stock,2020,2,987,3,2020-06-30,378700000.0,323800000.0,54900000.0,0.1449696329548455,11300000.0,0.0,0.0,13100000.0,48500000.0,372300000.0,10700000.0,34900000.0,41000000.0,0.1082651175072616,6400000.0,0.0168999207816213,-10700000.0,-4300000.0,-0.0113546342751518,-3600000.0,-1000000.0,-0.0026406126221283,-0.01,-0.01,83700000.0,83700000.0,257200000.0,0.0,257200000.0,246300000.0,316600000.0,29500000.0,849600000.0,1901800000.0,188900000.0,86700000.0,275600000.0,45000000.0,0.0,150500000.0,2372900000.0,0.0,3222500000.0,73200000.0,500000.0,0.0,0.0,146200000.0,219900000.0,1264700000.0,0.0,0.0,301000000.0,1565700000.0,0.0,1785600000.0,1100000.0,2006100000.0,-138000000.0,-432300000.0,1436900000.0,3222500000.0,0.0,1265200000.0,1008000000.0,-1000000.0,34900000.0,500000.0,-1700000.0,36800000.0,76300000.0,41000000.0,0.0,-6000000.0,-4500000.0,65000000.0,0.0,0.0,0.0,0.0,-13200000.0,-13200000.0,-125100000.0,0.0,0.0,0.0,1200000.0,-123900000.0,0.0,-72100000.0,257200000.0,329300000.0,65000000.0,-13200000.0,51800000.0,4647.0,Aerospace & Defense,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
134,HXL,Hexcel Corporation Common Stock,2020,3,25,1,2020-09-30,286900000.0,273400000.0,13500000.0,0.0470547228999651,10700000.0,0.0,0.0,15800000.0,51100000.0,324500000.0,9700000.0,35600000.0,-1900000.0,-0.0066225165562913,-37600000.0,-0.131056117113977,-9700000.0,-47300000.0,-0.1648658069013593,-56900000.0,9700000.0,0.0338096897873823,0.12,0.12,83800000.0,84000000.0,68000000.0,0.0,68000000.0,198800000.0,262900000.0,46100000.0,575800000.0,1877300000.0,190900000.0,85700000.0,276600000.0,45700000.0,0.0,196700000.0,2396300000.0,0.0,2972100000.0,61100000.0,500000.0,0.0,0.0,113900000.0,175500000.0,998700000.0,0.0,0.0,298500000.0,1297200000.0,0.0,1472700000.0,1100000.0,2015800000.0,-85200000.0,-432300000.0,1499400000.0,2972100000.0,0.0,999200000.0,931200000.0,9700000.0,35600000.0,-45900000.0,300000.0,77900000.0,46700000.0,59600000.0,0.0,-2800000.0,5800000.0,83400000.0,0.0,0.0,0.0,0.0,-7400000.0,-7400000.0,-266200000.0,0.0,0.0,0.0,-1600000.0,-267800000.0,2600000.0,-189200000.0,68000000.0,257200000.0,83400000.0,-7400000.0,76000000.0,4647.0,Aerospace & Defense,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
135,IBM,International Business Machines Corporation Common Stock,2020,2,182,2,2020-06-30,18123000000.0,9423000000.0,8700000000.0,0.4800529713623572,1582000000.0,4531000000.0,363000000.0,151000000.0,6627000000.0,16050000000.0,323000000.0,1679000000.0,3572000000.0,0.1970976107708436,2073000000.0,0.114385035590134,-502000000.0,1571000000.0,0.0866854273575015,209000000.0,1361000000.0,0.0750979418418584,1.53,1.52,889400000.0,894900000.0,12041000000.0,2063000000.0,14104000000.0,19447000000.0,1869000000.0,4533000000.0,39953000000.0,31666000000.0,57833000000.0,14270000000.0,72103000000.0,1921000000.0,8689000000.0,-133000000.0,114246000000.0,0.0,154199000000.0,4719000000.0,10632000000.0,2627000000.0,12469000000.0,7995000000.0,38442000000.0,55449000000.0,3787000000.0,0.0,35834000000.0,95070000000.0,0.0,133512000000.0,56135000000.0,162559000000.0,-28757000000.0,-169386000000.0,20551000000.0,154063000000.0,3984000000.0,66081000000.0,54040000000.0,1361000000.0,1679000000.0,0.0,247000000.0,444000000.0,589000000.0,0.0,0.0,-300000000.0,-155000000.0,3576000000.0,-585000000.0,725000000.0,-2382000000.0,1004000000.0,2000000.0,-1236000000.0,-3138000000.0,0.0,-167000000.0,-1450000000.0,3131000000.0,-1624000000.0,102000000.0,817000000.0,12188000000.0,11371000000.0,3576000000.0,-733000000.0,2843000000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
136,ICPT,Intercept Pharmaceuticals Inc. Common Stock,2020,4,2,1,2020-12-31,83268000.0,767000.0,82501000.0,0.9907887784022674,51898000.0,0.0,0.0,0.0,121854000.0,122621000.0,12253000.0,836000.0,-39058000.0,-0.4690637459768458,-40602000.0,-0.4876062833261277,-11545000.0,-52147000.0,-0.6262549839073834,0.0,-52147000.0,-0.6262549839073834,-1.58,-1.58,33007000.0,33007000.0,58151000.0,411516000.0,469667000.0,41549000.0,0.0,34525000.0,545741000.0,18653000.0,0.0,0.0,0.0,0.0,0.0,16095000.0,34748000.0,0.0,580489000.0,24594000.0,7248000.0,0.0,0.0,147234000.0,179076000.0,568266000.0,0.0,0.0,0.0,568266000.0,0.0,747342000.0,33000.0,-2398346000.0,-2477000.0,2233937000.0,-166853000.0,580489000.0,0.0,575514000.0,517363000.0,-52147000.0,836000.0,0.0,16469000.0,8604000.0,-1825000.0,-159000.0,9602000.0,-165000.0,10263000.0,-15975000.0,-1901000.0,0.0,-48084000.0,79829000.0,0.0,29844000.0,0.0,0.0,0.0,0.0,-156000.0,-156000.0,450000.0,14163000.0,65654000.0,51491000.0,-15975000.0,-1901000.0,-17876000.0,0.0,Biotechnology,134353.27173913043,129908.33697826088,397.1542608695652,1541.7934782608695,1481.576043478261,4.5575978260869565
137,IDXX,IDEXX Laboratories Inc. Common Stock,2021,3,68,1,2021-09-30,810421000.0,337500000.0,472921000.0,0.5835497846181182,40427000.0,82098000.0,124434000.0,0.0,246959000.0,584459000.0,7134000.0,26467000.0,252608000.0,0.3116997215027745,225962000.0,0.2788205142759133,-7012000.0,218950000.0,0.270168221208483,43772000.0,175235000.0,0.2162271214590934,2.06,2.03,85123000.0,86511000.0,145203000.0,0.0,145203000.0,425029000.0,258484000.0,109321000.0,938037000.0,680347000.0,355240000.0,94976000.0,450216000.0,9790000.0,24861000.0,282493000.0,1447707000.0,0.0,2385744000.0,86684000.0,95428000.0,43536000.0,41128000.0,367073000.0,633849000.0,867745000.0,40391000.0,15306000.0,72993000.0,996435000.0,0.0,1630284000.0,10681000.0,2757669000.0,-52057000.0,-1961539000.0,754754000.0,2385038000.0,0.0,963173000.0,817970000.0,175235000.0,26467000.0,-144000.0,9530000.0,-27232000.0,1671000.0,-26479000.0,-3175000.0,751000.0,3349000.0,187205000.0,-45017000.0,-4660000.0,0.0,0.0,0.0,-49677000.0,-50000000.0,0.0,-181783000.0,0.0,10057000.0,-221726000.0,-2733000.0,-86931000.0,145203000.0,232134000.0,187205000.0,-45017000.0,142188000.0,0.0,,105140.77173913045,102092.02486956524,310.80082608695653,1035.1304347826087,983.925445652174,3.059891304347826
